id,file,url,mime,size
衛署藥製字第000832號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000832/9d62a3a24f56558a2893d049bbdc8a9e,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000832&Seq=001&Type=10,image/jpeg,31171
衛署藥製字第000844號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000844/ee49c82e36761c987704c668eb5b0e29,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000844&Seq=006&Type=10,image/jpeg,60894
衛署藥製字第000850號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000850/ea7309bc5118e87645764263a0df38e5,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000850&Seq=001&Type=10,image/jpeg,34870
衛署藥製字第000863號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000863/3af2b18948558f5c73a56cce2ff93cf3,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000863&Seq=006&Type=10,image/jpeg,58956
衛署藥製字第000875號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000875/c62ba8ecec2793409ef09452feae27df,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000875&Seq=006&Type=10,image/jpeg,10055
衛署藥製字第000895號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000895/54f9ad4b22bda0fdb760246f661987fa,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000895&Seq=006&Type=10,image/jpeg,26807
衛署藥製字第000913號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000913/3355a25c4ddba38f2fab3cb155ec6a41,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000913&Seq=006&Type=10,image/jpeg,75589
衛署藥製字第000917號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000917/e6029c9b0177b98fa343d4a046118741,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000917&Seq=006&Type=10,image/jpeg,10136
衛署藥製字第000969號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000969/e9c64a8db81fb041a70f0d513394a5e2,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000969&Seq=001&Type=10,image/jpeg,29009
衛署藥製字第000987號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000987/4dc1fcb367f56bb49c5695e6aeef3905,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000987&Seq=006&Type=10,image/jpeg,70186
衛署藥製字第000998號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000998/d002ca1a4415249d7620146e6d6eef98,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000998&Seq=001&Type=10,image/jpeg,26115
衛署藥製字第001001號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/001001/f9fc473fca561e12a6aea8c102570114,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01001001&Seq=001&Type=10,image/jpeg,31478
衛署藥製字第001047號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/001047/7c51a86034126e029ed05c3b0da55c82,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01001047&Seq=007&Type=10,image/jpeg,61023
衛署藥製字第001047號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/001047/fefb2d7d1176ba6c9a2f9570c98be839,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01001047&Seq=006&Type=10,image/jpeg,64924
衛署藥製字第001068號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/001068/a8fe76dc49c9d34556d27aad4927e1d3,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01001068&Seq=007&Type=10,image/jpeg,56160
衛署藥製字第001112號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/001112/83f63e0f3f3c337e11eac0ca9f905f36,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01001112&Seq=007&Type=10,image/jpeg,69474
衛署藥製字第001129號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/001129/35ff653cc569dd316dd73e27564c4244,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01001129&Seq=007&Type=10,image/jpeg,66782
衛署藥製字第001143號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/001143/d224c8fcd42323af2cc0e50f1f693c98,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01001143&Seq=007&Type=10,image/jpeg,74779
衛署藥製字第001154號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/001154/38325cfba74e8a82dadb0ca69dce808e,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01001154&Seq=007&Type=10,image/jpeg,70379
衛署藥製字第001155號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/001155/bca1567af2b53ea67a4dcc3cc530263b,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01001155&Seq=007&Type=10,image/jpeg,42243
衛署藥製字第001192號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/001192/2c1bb527ce690ee5bd18110b030c6ee0,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01001192&Seq=001&Type=10,image/jpeg,34981
衛署藥製字第001206號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/001206/00577676b355978b3a87fb2b4b1207c5,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01001206&Seq=007&Type=10,image/jpeg,46032
衛署藥製字第001343號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/001343/69dcebcfda81746b4752d117409c0931,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01001343&Seq=007&Type=10,image/jpeg,74723
衛署藥製字第001398號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/001398/c2fb48ab4338d9268fca15314d6419b8,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01001398&Seq=007&Type=10,image/jpeg,65242
衛署藥製字第001400號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/001400/9678d155c3726426702023f5e8047926,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01001400&Seq=007&Type=10,image/jpeg,55426
衛署藥製字第001413號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/001413/fe29821d6d7e2e1fdfd0385a09da83c2,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01001413&Seq=007&Type=10,image/jpeg,42416
衛署藥製字第001446號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/001446/c5f4dbde54afefa02c95e637564b7a41,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01001446&Seq=007&Type=10,image/jpeg,70932
衛署藥製字第001446號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/001446/53fdc7e5ac3555c35ae95f0593411ddc,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01001446&Seq=008&Type=10,image/jpeg,56917
衛署藥製字第001448號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/001448/17dae9cdda9fb2eab4f281b8b470addb,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01001448&Seq=008&Type=10,image/jpeg,62922
衛署藥製字第001449號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/001449/c1056aaac013eb660ffd5c2982dc0787,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01001449&Seq=009&Type=10,image/jpeg,74333
衛署藥製字第001449號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/001449/bb07d8449944c79c8aa215cf9b2ddeaa,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01001449&Seq=008&Type=10,image/jpeg,60358
衛署藥製字第001488號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/001488/198d3e3fe3d37e80f9d8f132fb9d455f,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01001488&Seq=008&Type=10,image/jpeg,65225
衛署藥製字第001532號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/001532/b4da791668d57305b7489af066d60533,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01001532&Seq=008&Type=10,image/jpeg,50137
衛署藥製字第001584號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/001584/27dd37a2a33d343afd1fa75d8dccbef4,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01001584&Seq=008&Type=10,image/jpeg,71532
